Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Magnetic Flux Density (T)
95	-0.32	0.	4.e-002	0.66004
96	-0.3	0.	4.e-002	1.131
97	-0.28	0.	4.e-002	1.6353
98	-0.24	0.	4.e-002	2.1204
99	-0.2	0.	4.e-002	2.3581
100	-0.16	0.	4.e-002	2.4295
101	-0.12	0.	4.e-002	2.3743
102	-8.e-002	0.	4.e-002	2.0641
103	-4.e-002	0.	4.e-002	1.7402
104	0.	0.	4.e-002	0.68249
105	-2.e-002	0.	4.e-002	1.0818
169	-2.e-002	0.	-4.e-002	1.1405
170	0.	0.	-4.e-002	0.6986
171	-4.e-002	0.	-4.e-002	1.6536
172	-8.e-002	0.	-4.e-002	2.1084
173	-0.12	0.	-4.e-002	2.3738
174	-0.16	0.	-4.e-002	2.4289
175	-0.2	0.	-4.e-002	2.352
176	-0.24	0.	-4.e-002	2.0961
177	-0.28	0.	-4.e-002	1.6649
178	-0.3	0.	-4.e-002	1.2224
179	-0.32	0.	-4.e-002	0.72614
543	0.	0.	0.	0.73312
544	-0.32	0.	0.	0.76866
1009	-4.e-002	0.	0.	1.6734
1010	-0.28	0.	0.	1.5353
1011	-0.11728	0.	8.1836e-019	2.3745
1012	-0.18695	0.	0.	2.4183
2555	-0.31	0.	4.e-002	0.8955
2557	-0.32	0.	2.e-002	0.71435
2562	-0.29	0.	4.e-002	1.3831
2564	-0.31	0.	2.e-002	0.9498
2565	-0.29	0.	2.e-002	1.3331
2569	-0.26	0.	4.e-002	1.8779
2571	-0.28	0.	2.e-002	1.5853
2574	-0.22	0.	4.e-002	2.2393
2576	-0.24	0.	0.	2.1083
2577	-0.26	0.	2.e-002	1.8279
2578	-0.21348	0.	2.e-002	2.2693
2582	-0.18	0.	4.e-002	2.3938
2584	-0.19348	0.	2.e-002	2.3882
2586	-0.14	0.	4.e-002	2.4019
2588	-0.13864	0.	2.e-002	2.402
2589	-0.17348	0.	2.e-002	2.4239
2592	-0.1	0.	4.e-002	2.2192
2594	-0.11864	0.	2.e-002	2.3744
2597	-6.e-002	0.	4.e-002	1.9022
2599	-6.e-002	0.	2.e-002	1.8688
2600	-9.8642e-002	0.	2.e-002	2.2193
2604	-3.e-002	0.	4.e-002	1.411
2606	-4.e-002	0.	2.e-002	1.7068
2608	-1.e-002	0.	4.e-002	0.88213
2610	0.	0.	2.e-002	0.7078
2617	-1.e-002	0.	2.e-002	0.90745
2618	-3.e-002	0.	2.e-002	1.3776
2923	-1.e-002	0.	-4.e-002	0.91956
2924	-3.e-002	0.	-4.e-002	1.3971
2925	-1.e-002	0.	-2.e-002	0.93682
2926	-3.e-002	0.	-2.e-002	1.407
2931	0.	0.	-2.e-002	0.71586
2934	-6.e-002	0.	-4.e-002	1.881
2935	-4.e-002	0.	-2.e-002	1.6635
2938	-0.1	0.	-4.e-002	2.2411
2939	-6.e-002	0.	-2.e-002	1.8909
2940	-9.8642e-002	0.	-2.e-002	2.2415
2944	-0.14	0.	-4.e-002	2.4013
2945	-0.11864	0.	-2.e-002	2.3741
2948	-0.18	0.	-4.e-002	2.3904
2949	-0.13864	0.	-2.e-002	2.4017
2950	-0.17348	0.	-2.e-002	2.4236
2953	-0.22	0.	-4.e-002	2.224
2954	-0.19348	0.	-2.e-002	2.3851
2956	-0.26	0.	-4.e-002	1.8805
2957	-0.26	0.	-2.e-002	1.8157
2958	-0.21348	0.	-2.e-002	2.2572
2962	-0.29	0.	-4.e-002	1.4436
2963	-0.28	0.	-2.e-002	1.6001
2966	-0.31	0.	-4.e-002	0.97425
2967	-0.31	0.	-2.e-002	0.99551
2968	-0.29	0.	-2.e-002	1.3788
2974	-0.32	0.	-2.e-002	0.7474
5221	-2.e-002	0.	0.	1.2033
5230	-0.3	0.	0.	1.152
8288	-7.8642e-002	0.	4.0918e-019	2.024
8304	-0.15212	0.	4.0918e-019	2.3964
64	-0.3	0.	-5.e-002	3.5635e-002
65	-0.28	0.	-5.e-002	-4.0743e-002
