Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Magnetic Flux Density (T)
95	-0.4	0.	5.e-002	0.61226
96	-0.375	0.	5.e-002	1.1039
97	-0.35	0.	5.e-002	1.5438
98	-0.3	0.	5.e-002	1.9835
99	-0.25	0.	5.e-002	2.2107
100	-0.2	0.	5.e-002	2.3333
101	-0.15	0.	5.e-002	2.2772
102	-0.1	0.	5.e-002	1.8704
103	-5.e-002	0.	5.e-002	1.4838
104	0.	0.	5.e-002	0.64447
105	-2.5e-002	0.	5.e-002	1.0445
169	-2.5e-002	0.	-5.e-002	1.0612
170	0.	0.	-5.e-002	0.66067
171	-5.e-002	0.	-5.e-002	1.5103
172	-0.1	0.	-5.e-002	1.8956
173	-0.15	0.	-5.e-002	2.2581
174	-0.2	0.	-5.e-002	2.3287
175	-0.25	0.	-5.e-002	2.2442
176	-0.3	0.	-5.e-002	1.9656
177	-0.35	0.	-5.e-002	1.509
178	-0.375	0.	-5.e-002	1.1464
179	-0.4	0.	-5.e-002	0.76109
541	0.	0.	0.	0.69573
542	-0.4	0.	0.	0.70293
970	-5.e-002	0.	0.	1.5047
971	-0.35	0.	0.	1.5198
972	-0.125	0.	0.	2.1523
973	-0.225	0.	0.	2.321
2530	-0.3875	0.	5.e-002	0.85806
2532	-0.4	0.	2.5e-002	0.6576
2537	-0.3625	0.	5.e-002	1.3238
2539	-0.3875	0.	2.5e-002	0.90339
2540	-0.3625	0.	2.5e-002	1.3118
2544	-0.325	0.	5.e-002	1.7637
2546	-0.35	0.	2.5e-002	1.5318
2548	-0.275	0.	5.e-002	2.0971
2550	-0.3	0.	0.	1.9745
2551	-0.325	0.	2.5e-002	1.7516
2553	-0.225	0.	5.e-002	2.272
2555	-0.275	0.	0.	2.0881
2556	-0.2375	0.	2.5e-002	2.2659
2558	-0.175	0.	5.e-002	2.3052
2560	-0.1625	0.	2.5e-002	2.2428
2561	-0.2125	0.	2.5e-002	2.3272
2564	-0.125	0.	5.e-002	2.0738
2566	-0.1375	0.	2.5e-002	2.2147
2568	-7.5e-002	0.	5.e-002	1.6771
2570	-7.5e-002	0.	2.5e-002	1.6875
2571	-0.1125	0.	2.5e-002	2.0113
2574	-3.75e-002	0.	5.e-002	1.2641
2576	-5.e-002	0.	2.5e-002	1.4942
2579	-1.25e-002	0.	5.e-002	0.84447
2581	0.	0.	2.5e-002	0.6701
2585	-1.25e-002	0.	2.5e-002	0.8701
2586	-3.75e-002	0.	2.5e-002	1.2746
2873	-1.25e-002	0.	-5.e-002	0.86093
2874	-3.75e-002	0.	-5.e-002	1.2857
2875	-1.25e-002	0.	-2.5e-002	0.87846
2876	-3.75e-002	0.	-2.5e-002	1.2829
2882	0.	0.	-2.5e-002	0.6782
2886	-7.5e-002	0.	-5.e-002	1.7029
2887	-5.e-002	0.	-2.5e-002	1.5075
2890	-0.125	0.	-5.e-002	2.0768
2891	-7.5e-002	0.	-2.5e-002	1.7001
2892	-0.1125	0.	-2.5e-002	2.0239
2894	-0.175	0.	-5.e-002	2.2934
2895	-0.1375	0.	-2.5e-002	2.2052
2897	-0.225	0.	-5.e-002	2.2864
2898	-0.1625	0.	-2.5e-002	2.2405
2899	-0.2125	0.	-2.5e-002	2.3249
2901	-0.275	0.	-5.e-002	2.1049
2902	-0.2375	0.	-2.5e-002	2.2826
2904	-0.325	0.	-5.e-002	1.7373
2905	-0.325	0.	-2.5e-002	1.7427
2906	-0.2625	0.	-2.5e-002	2.1433
2910	-0.3625	0.	-5.e-002	1.3277
2911	-0.35	0.	-2.5e-002	1.5144
2914	-0.3875	0.	-5.e-002	0.95376
2915	-0.3875	0.	-2.5e-002	0.92468
2916	-0.3625	0.	-2.5e-002	1.3331
2921	-0.4	0.	-2.5e-002	0.73201
5171	-2.5e-002	0.	0.	1.1002
5181	-0.375	0.	0.	1.1114
8000	-8.75e-002	0.	0.	1.8285
8015	-0.175	0.	0.	2.2366
64	-0.375	0.	-6.25e-002	3.5104e-002
65	-0.35	0.	-6.25e-002	-3.7115e-002
66	-0.3	0.	-6.25e-002	-4.7089e-002
67	-0.25	0.	-6.25e-002	-5.1206e-002
68	-0.2	0.	-6.25e-002	-5.1551e-002
69	-0.15	0.	-6.25e-002	-5.1943e-002
70	-0.1	0.	-6.25e-002	-4.6872e-002
71	-5.e-002	0.	-6.25e-002	-3.5471e-002
72	-2.5e-002	0.	-6.25e-002	3.4855e-002
73	-2.5e-002	0.	6.25e-002	3.4751e-002
74	-5.e-002	0.	6.25e-002	-3.6061e-002
75	-0.1	0.	6.25e-002	-4.6658e-002
76	-0.15	0.	6.25e-002	-5.1319e-002
77	-0.2	0.	6.25e-002	-5.1566e-002
78	-0.25	0.	6.25e-002	-5.1568e-002
79	-0.3	0.	6.25e-002	-4.703e-002
80	-0.35	0.	6.25e-002	-3.6165e-002
81	-0.375	0.	6.25e-002	3.269e-002
82	0.	0.	6.25e-002	9.9363e-002
83	0.	0.	7.5e-002	6.1871e-002
84	-2.5e-002	0.	7.5e-002	1.3967e-002
85	-5.e-002	0.	7.5e-002	-4.9665e-002
86	-0.1	0.	7.5e-002	-7.0698e-002
87	-0.15	0.	7.5e-002	-7.7192e-002
88	-0.2	0.	7.5e-002	-7.8351e-002
89	-0.25	0.	7.5e-002	-7.757e-002
90	-0.3	0.	7.5e-002	-7.1294e-002
91	-0.35	0.	7.5e-002	-4.9538e-002
92	-0.375	0.	7.5e-002	1.0253e-002
93	-0.4	0.	6.25e-002	9.5237e-002
94	-0.4	0.	7.5e-002	5.3815e-002
95	-0.4	0.	5.e-002	0.13666
96	-0.375	0.	5.e-002	5.5127e-002
97	-0.35	0.	5.e-002	-2.2792e-002
98	-0.3	0.	5.e-002	-2.2767e-002
99	-0.25	0.	5.e-002	-2.5567e-002
100	-0.2	0.	5.e-002	-2.4782e-002
101	-0.15	0.	5.e-002	-2.5445e-002
102	-0.1	0.	5.e-002	-2.2617e-002
103	-5.e-002	0.	5.e-002	-2.2457e-002
104	0.	0.	5.e-002	0.13686
105	-2.5e-002	0.	5.e-002	5.5535e-002
