Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Magnetic Flux Density (T)
115	-0.48	0.	6.e-002	0.57916
116	-0.456	0.	6.e-002	0.83641
117	-0.432	0.	6.e-002	1.229
118	-0.384	0.	6.e-002	1.6677
119	-0.336	0.	6.e-002	1.9547
120	-0.288	0.	6.e-002	2.1181
121	-0.24	0.	6.e-002	2.1941
122	-0.192	0.	6.e-002	2.1253
123	-0.144	0.	6.e-002	1.9616
124	-9.6e-002	0.	6.e-002	1.6604
125	-4.8e-002	0.	6.e-002	1.296
126	0.	0.	6.e-002	0.60389
127	-2.4e-002	0.	6.e-002	0.93131
205	-2.4e-002	0.	-6.e-002	0.87826
206	0.	0.	-6.e-002	0.55696
207	-4.8e-002	0.	-6.e-002	1.2552
208	-9.6e-002	0.	-6.e-002	1.6755
209	-0.144	0.	-6.e-002	1.9847
210	-0.192	0.	-6.e-002	2.1315
211	-0.24	0.	-6.e-002	2.1923
212	-0.288	0.	-6.e-002	2.1469
213	-0.336	0.	-6.e-002	1.9177
214	-0.384	0.	-6.e-002	1.6888
215	-0.432	0.	-6.e-002	1.2952
216	-0.456	0.	-6.e-002	0.86088
217	-0.48	0.	-6.e-002	0.59732
595	0.	0.	0.	0.62535
596	-0.48	0.	0.	0.7037
1054	-4.8e-002	0.	0.	1.2809
1055	-0.14247	0.	-7.4083e-019	1.9263
1056	-0.23681	0.	1.6421e-018	2.1727
1057	-0.312	0.	0.	2.0523
1058	-0.38325	0.	-6.5055e-019	1.6125
2668	-0.468	0.	6.e-002	0.70778
2670	-0.48	0.	3.e-002	0.64143
2676	-0.444	0.	6.e-002	1.0327
2678	-0.468	0.	3.e-002	0.77005
2681	-0.408	0.	6.e-002	1.4484
2683	-0.456	0.	3.e-002	0.96637
2684	-0.40763	0.	3.e-002	1.4207
2687	-0.36	0.	6.e-002	1.8112
2689	-0.38363	0.	3.e-002	1.6401
2692	-0.312	0.	6.e-002	2.0364
2694	-0.324	0.	3.e-002	2.0035
2695	-0.35963	0.	3.e-002	1.7836
2699	-0.264	0.	6.e-002	2.1561
2701	-0.2624	0.	3.e-002	2.1454
2702	-0.3	0.	3.e-002	2.0852
2706	-0.216	0.	6.e-002	2.1597
2708	-0.2384	0.	3.e-002	2.1834
2711	-0.168	0.	6.e-002	2.0434
2713	-0.16723	0.	3.e-002	2.0258
2714	-0.2144	0.	3.e-002	2.149
2717	-0.12	0.	6.e-002	1.811
2719	-0.14323	0.	3.e-002	1.944
2722	-7.2e-002	0.	6.e-002	1.4782
2724	-7.2e-002	0.	3.e-002	1.4706
2725	-0.11923	0.	3.e-002	1.7933
2728	-3.6e-002	0.	6.e-002	1.1137
2730	-4.8e-002	0.	3.e-002	1.2885
2733	-1.2e-002	0.	6.e-002	0.7676
2735	0.	0.	3.e-002	0.61462
2741	-1.2e-002	0.	3.e-002	0.77833
2742	-3.6e-002	0.	3.e-002	1.1061
3104	-1.2e-002	0.	-6.e-002	0.71761
3105	-3.6e-002	0.	-6.e-002	1.0667
3106	-1.2e-002	0.	-3.e-002	0.7518
3107	-3.6e-002	0.	-3.e-002	1.0796
3113	0.	0.	-3.e-002	0.59116
3117	-7.2e-002	0.	-6.e-002	1.4653
3118	-4.8e-002	0.	-3.e-002	1.268
3121	-0.12	0.	-6.e-002	1.8301
3122	-7.2e-002	0.	-3.e-002	1.4782
3123	-0.11923	0.	-3.e-002	1.8009
3128	-0.168	0.	-6.e-002	2.0581
3129	-0.14323	0.	-3.e-002	1.9555
3132	-0.216	0.	-6.e-002	2.1619
3133	-0.16723	0.	-3.e-002	2.0289
3134	-0.2144	0.	-3.e-002	2.1521
3138	-0.264	0.	-6.e-002	2.1696
3139	-0.2384	0.	-3.e-002	2.1825
3142	-0.312	0.	-6.e-002	2.0323
3143	-0.2624	0.	-3.e-002	2.1598
3144	-0.3	0.	-3.e-002	2.0996
3146	-0.36	0.	-6.e-002	1.8032
3147	-0.324	0.	-3.e-002	1.985
3148	-0.35963	0.	-3.e-002	1.7651
3150	-0.408	0.	-6.e-002	1.492
3151	-0.38363	0.	-3.e-002	1.6506
3154	-0.444	0.	-6.e-002	1.078
3155	-0.456	0.	-3.e-002	0.99944
3156	-0.40763	0.	-3.e-002	1.4538
3159	-0.468	0.	-6.e-002	0.7291
3160	-0.468	0.	-3.e-002	0.78229
3165	-0.48	0.	-3.e-002	0.65051
5455	-2.4e-002	0.	0.	0.95312
5465	-0.43163	0.	-3.2527e-019	1.1581
8490	-9.5234e-002	0.	-3.7042e-019	1.6036
8498	-0.18964	0.	4.5064e-019	2.0495
8505	-0.2744	0.	8.2106e-019	2.1125
8514	-0.34763	0.	-3.2527e-019	1.8324
78	-0.456	0.	-7.5e-002	4.2725e-002
79	-0.432	0.	-7.5e-002	-2.4159e-002
80	-0.384	0.	-7.5e-002	-3.9409e-002
81	-0.336	0.	-7.5e-002	-4.6318e-002
82	-0.288	0.	-7.5e-002	-4.8309e-002
83	-0.24	0.	-7.5e-002	-4.8882e-002
84	-0.192	0.	-7.5e-002	-4.8392e-002
85	-0.144	0.	-7.5e-002	-4.6485e-002
86	-9.6e-002	0.	-7.5e-002	-3.9244e-002
87	-4.8e-002	0.	-7.5e-002	-2.3861e-002
88	-2.4e-002	0.	-7.5e-002	4.5172e-002
89	-2.4e-002	0.	7.5e-002	4.2105e-002
90	-4.8e-002	0.	7.5e-002	-2.4248e-002
91	-9.6e-002	0.	7.5e-002	-3.9082e-002
92	-0.144	0.	7.5e-002	-4.6141e-002
93	-0.192	0.	7.5e-002	-4.8535e-002
94	-0.24	0.	7.5e-002	-4.8881e-002
95	-0.288	0.	7.5e-002	-4.8145e-002
96	-0.336	0.	7.5e-002	-4.623e-002
97	-0.384	0.	7.5e-002	-3.952e-002
98	-0.432	0.	7.5e-002	-2.4871e-002
99	-0.456	0.	7.5e-002	4.4159e-002
100	0.	0.	7.5e-002	9.9156e-002
101	0.	0.	9.e-002	6.5787e-002
102	-2.4e-002	0.	9.e-002	2.4541e-002
103	-4.8e-002	0.	9.e-002	-3.4355e-002
104	-9.6e-002	0.	9.e-002	-5.9357e-002
105	-0.144	0.	9.e-002	-6.9002e-002
106	-0.192	0.	9.e-002	-7.2553e-002
107	-0.24	0.	9.e-002	-7.3005e-002
108	-0.288	0.	9.e-002	-7.1983e-002
109	-0.336	0.	9.e-002	-6.9108e-002
110	-0.384	0.	9.e-002	-6.0105e-002
111	-0.432	0.	9.e-002	-3.4813e-002
112	-0.456	0.	9.e-002	2.5129e-002
113	-0.48	0.	7.5e-002	0.10355
114	-0.48	0.	9.e-002	6.6126e-002
115	-0.48	0.	6.e-002	0.14098
116	-0.456	0.	6.e-002	6.3189e-002
117	-0.432	0.	6.e-002	-1.4929e-002
118	-0.384	0.	6.e-002	-1.8935e-002
119	-0.336	0.	6.e-002	-2.3351e-002
120	-0.288	0.	6.e-002	-2.4308e-002
121	-0.24	0.	6.e-002	-2.4757e-002
122	-0.192	0.	6.e-002	-2.4516e-002
123	-0.144	0.	6.e-002	-2.328e-002
124	-9.6e-002	0.	6.e-002	-1.8807e-002
125	-4.8e-002	0.	6.e-002	-1.4141e-002
126	0.	0.	6.e-002	0.13252
127	-2.4e-002	0.	6.e-002	5.9668e-002
205	-2.4e-002	0.	-6.e-002	6.307e-002
206	0.	0.	-6.e-002	0.13958
207	-4.8e-002	0.	-6.e-002	-1.415e-002
208	-9.6e-002	0.	-6.e-002	-1.8851e-002
209	-0.144	0.	-6.e-002	-2.3473e-002
210	-0.192	0.	-6.e-002	-2.4442e-002
211	-0.24	0.	-6.e-002	-2.4756e-002
212	-0.288	0.	-6.e-002	-2.4392e-002
213	-0.336	0.	-6.e-002	-2.3377e-002
214	-0.384	0.	-6.e-002	-1.8927e-002
215	-0.432	0.	-6.e-002	-1.4071e-002
216	-0.456	0.	-6.e-002	5.9548e-002
217	-0.48	0.	-6.e-002	0.13209
325	-0.456	0.	-9.e-002	2.5902e-002
326	-0.48	0.	-9.e-002	6.7509e-002
327	-0.432	0.	-9.e-002	-3.4246e-002
328	-0.384	0.	-9.e-002	-5.989e-002
329	-0.336	0.	-9.e-002	-6.9258e-002
330	-0.288	0.	-9.e-002	-7.2225e-002
331	-0.24	0.	-9.e-002	-7.3009e-002
332	-0.192	0.	-9.e-002	-7.2342e-002
333	-0.144	0.	-9.e-002	-6.9497e-002
334	-9.6e-002	0.	-9.e-002	-5.9638e-002
335	-4.8e-002	0.	-9.e-002	-3.3572e-002
336	-2.4e-002	0.	-9.e-002	2.7273e-002
337	0.	0.	-9.e-002	6.9812e-002
347	-0.48	0.	-7.5e-002	9.98e-002
351	0.	0.	-7.5e-002	0.10469
2519	-0.444	0.	-7.5e-002	9.2833e-003
2520	-0.456	0.	-6.75e-002	5.1137e-002
2521	-0.456	0.	-8.25e-002	3.4314e-002
2522	-0.468	0.	-7.5e-002	7.1263e-002
2523	-0.408	0.	-7.5e-002	-3.1784e-002
2524	-0.432	0.	-6.75e-002	-1.9115e-002
2525	-0.432	0.	-8.25e-002	-2.9203e-002
2526	-0.36	0.	-7.5e-002	-4.2863e-002
2527	-0.384	0.	-6.75e-002	-2.9168e-002
2528	-0.384	0.	-8.25e-002	-4.9649e-002
2529	-0.312	0.	-7.5e-002	-4.7313e-002
2530	-0.336	0.	-6.75e-002	-3.4847e-002
2531	-0.336	0.	-8.25e-002	-5.7788e-002
2532	-0.264	0.	-7.5e-002	-4.8595e-002
2533	-0.288	0.	-6.75e-002	-3.635e-002
2534	-0.288	0.	-8.25e-002	-6.0267e-002
2535	-0.216	0.	-7.5e-002	-4.8637e-002
2536	-0.24	0.	-6.75e-002	-3.6819e-002
2537	-0.24	0.	-8.25e-002	-6.0945e-002
2538	-0.168	0.	-7.5e-002	-4.7439e-002
2539	-0.192	0.	-6.75e-002	-3.6417e-002
2540	-0.192	0.	-8.25e-002	-6.0367e-002
2541	-0.12	0.	-7.5e-002	-4.2865e-002
2542	-0.144	0.	-6.75e-002	-3.4979e-002
2543	-0.144	0.	-8.25e-002	-5.7991e-002
2544	-7.2e-002	0.	-7.5e-002	-3.1553e-002
2545	-9.6e-002	0.	-6.75e-002	-2.9048e-002
2546	-9.6e-002	0.	-8.25e-002	-4.9441e-002
2547	-3.6e-002	0.	-7.5e-002	1.0655e-002
2548	-4.8e-002	0.	-6.75e-002	-1.9006e-002
2549	-4.8e-002	0.	-8.25e-002	-2.8716e-002
2550	-2.4e-002	0.	-6.75e-002	5.4121e-002
2551	-2.4e-002	0.	-8.25e-002	3.6222e-002
2552	-1.2e-002	0.	-7.5e-002	7.4933e-002
2553	-3.6e-002	0.	7.5e-002	8.9283e-003
2554	-1.2e-002	0.	7.5e-002	7.063e-002
2555	-2.4e-002	0.	8.25e-002	3.3323e-002
2556	-2.4e-002	0.	6.75e-002	5.0886e-002
2557	-7.2e-002	0.	7.5e-002	-3.1665e-002
2558	-4.8e-002	0.	8.25e-002	-2.9302e-002
2559	-4.8e-002	0.	6.75e-002	-1.9195e-002
2560	-0.12	0.	7.5e-002	-4.2612e-002
2561	-9.6e-002	0.	8.25e-002	-4.922e-002
2562	-9.6e-002	0.	6.75e-002	-2.8945e-002
2563	-0.168	0.	7.5e-002	-4.7338e-002
2564	-0.144	0.	8.25e-002	-5.7572e-002
2565	-0.144	0.	6.75e-002	-3.471e-002
2566	-0.216	0.	7.5e-002	-4.8708e-002
2567	-0.192	0.	8.25e-002	-6.0544e-002
2568	-0.192	0.	6.75e-002	-3.6526e-002
2569	-0.264	0.	7.5e-002	-4.8513e-002
2570	-0.24	0.	8.25e-002	-6.0943e-002
2571	-0.24	0.	6.75e-002	-3.6819e-002
2572	-0.312	0.	7.5e-002	-4.7188e-002
2573	-0.288	0.	8.25e-002	-6.0064e-002
2574	-0.288	0.	6.75e-002	-3.6227e-002
2575	-0.36	0.	7.5e-002	-4.2875e-002
2576	-0.336	0.	8.25e-002	-5.7669e-002
2577	-0.336	0.	6.75e-002	-3.4791e-002
2578	-0.408	0.	7.5e-002	-3.2195e-002
2579	-0.384	0.	8.25e-002	-4.9812e-002
2580	-0.384	0.	6.75e-002	-2.9227e-002
2581	-0.444	0.	7.5e-002	9.6441e-003
2582	-0.432	0.	8.25e-002	-2.9842e-002
2583	-0.432	0.	6.75e-002	-1.99e-002
2584	-0.456	0.	8.25e-002	3.4644e-002
2585	-0.468	0.	7.5e-002	7.3855e-002
2586	-0.456	0.	6.75e-002	5.3674e-002
2587	0.	0.	8.25e-002	8.2471e-002
2588	0.	0.	6.75e-002	0.11584
2594	-1.2e-002	0.	9.e-002	4.5164e-002
2599	-3.6e-002	0.	9.e-002	-4.9067e-003
