Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Magnetic Flux Density (T)
95	-0.36	0.	4.5e-002	0.32213
96	-0.3375	0.	4.5e-002	0.50078
97	-0.315	0.	4.5e-002	0.71087
98	-0.27	0.	4.5e-002	0.90192
99	-0.225	0.	4.5e-002	1.0262
100	-0.18	0.	4.5e-002	1.0829
101	-0.135	0.	4.5e-002	1.0629
102	-9.e-002	0.	4.5e-002	0.88636
103	-4.5e-002	0.	4.5e-002	0.70737
104	0.	0.	4.5e-002	0.3777
105	-2.25e-002	0.	4.5e-002	0.53334
169	-2.25e-002	0.	-4.5e-002	0.47467
170	0.	0.	-4.5e-002	0.28263
171	-4.5e-002	0.	-4.5e-002	0.75128
172	-9.e-002	0.	-4.5e-002	0.88236
173	-0.135	0.	-4.5e-002	1.0627
174	-0.18	0.	-4.5e-002	1.0832
175	-0.225	0.	-4.5e-002	1.0518
176	-0.27	0.	-4.5e-002	0.91843
177	-0.315	0.	-4.5e-002	0.69389
178	-0.3375	0.	-4.5e-002	0.47941
179	-0.36	0.	-4.5e-002	0.30592
541	0.	0.	0.	0.34254
542	-0.36	0.	0.	0.33104
971	-4.5e-002	0.	0.	0.69149
972	-0.315	0.	0.	0.67128
973	-0.1125	0.	0.	1.0101
974	-0.2025	0.	0.	1.0867
2490	-0.34875	0.	4.5e-002	0.41145
2492	-0.36	0.	2.25e-002	0.32658
2497	-0.32625	0.	4.5e-002	0.60582
2499	-0.34875	0.	2.25e-002	0.41591
2500	-0.32625	0.	2.25e-002	0.58603
2503	-0.2925	0.	4.5e-002	0.80639
2505	-0.315	0.	2.25e-002	0.69107
2508	-0.2475	0.	4.5e-002	0.96408
2510	-0.27	0.	0.	0.91017
2511	-0.2925	0.	2.25e-002	0.7866
2514	-0.2025	0.	4.5e-002	1.0546
2516	-0.2475	0.	0.	0.97233
2517	-0.21375	0.	2.25e-002	1.0565
2519	-0.1575	0.	4.5e-002	1.0729
2521	-0.14625	0.	2.25e-002	1.0465
2522	-0.19125	0.	2.25e-002	1.0848
2525	-0.1125	0.	4.5e-002	0.97461
2527	-0.12375	0.	2.25e-002	1.0365
2529	-6.75e-002	0.	4.5e-002	0.79687
2531	-6.75e-002	0.	2.25e-002	0.78893
2532	-0.10125	0.	2.25e-002	0.94822
