Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Magnetic Flux Density (T)
95	-0.32	0.	4.e-002	0.25362
96	-0.3	0.	4.e-002	0.43645
97	-0.28	0.	4.e-002	0.63571
98	-0.24	0.	4.e-002	0.82547
99	-0.2	0.	4.e-002	0.93259
100	-0.16	0.	4.e-002	0.96631
101	-0.12	0.	4.e-002	0.93269
102	-8.e-002	0.	4.e-002	0.79657
103	-4.e-002	0.	4.e-002	0.67032
104	0.	0.	4.e-002	0.26191
105	-2.e-002	0.	4.e-002	0.4155
169	-2.e-002	0.	-4.e-002	0.43201
170	0.	0.	-4.e-002	0.26614
171	-4.e-002	0.	-4.e-002	0.62144
172	-8.e-002	0.	-4.e-002	0.81518
173	-0.12	0.	-4.e-002	0.94322
174	-0.16	0.	-4.e-002	0.96614
175	-0.2	0.	-4.e-002	0.92733
176	-0.24	0.	-4.e-002	0.80434
177	-0.28	0.	-4.e-002	0.64092
178	-0.3	0.	-4.e-002	0.46816
179	-0.32	0.	-4.e-002	0.27785
543	0.	0.	0.	0.28169
544	-0.32	0.	0.	0.29619
1009	-4.e-002	0.	0.	0.63177
1010	-0.28	0.	0.	0.59323
1011	-0.11728	0.	8.1836e-019	0.93213
1012	-0.18695	0.	0.	0.95714
2555	-0.31	0.	4.e-002	0.34503
2557	-0.32	0.	2.e-002	0.2749
2562	-0.29	0.	4.e-002	0.53608
2564	-0.31	0.	2.e-002	0.36632
2565	-0.29	0.	2.e-002	0.51484
2569	-0.26	0.	4.e-002	0.73059
2571	-0.28	0.	2.e-002	0.61447
2574	-0.22	0.	4.e-002	0.87903
2576	-0.24	0.	0.	0.81491
2577	-0.26	0.	2.e-002	0.70935
2578	-0.21348	0.	2.e-002	0.8913
2582	-0.18	0.	4.e-002	0.94945
2584	-0.19348	0.	2.e-002	0.94487
2586	-0.14	0.	4.e-002	0.9495
2588	-0.13864	0.	2.e-002	0.94922
2589	-0.17348	0.	2.e-002	0.96173
2592	-0.1	0.	4.e-002	0.86463
2594	-0.11864	0.	2.e-002	0.93241
2597	-6.e-002	0.	4.e-002	0.73344
2599	-6.e-002	0.	2.e-002	0.71417
2600	-9.8642e-002	0.	2.e-002	0.86435
2604	-3.e-002	0.	4.e-002	0.54291
2606	-4.e-002	0.	2.e-002	0.65104
2608	-1.e-002	0.	4.e-002	0.33871
2610	0.	0.	2.e-002	0.2718
2617	-1.e-002	0.	2.e-002	0.3486
2618	-3.e-002	0.	2.e-002	0.52364
2923	-1.e-002	0.	-4.e-002	0.34907
2924	-3.e-002	0.	-4.e-002	0.52672
2925	-1.e-002	0.	-2.e-002	0.35685
2926	-3.e-002	0.	-2.e-002	0.53189
2931	0.	0.	-2.e-002	0.27391
2934	-6.e-002	0.	-4.e-002	0.71831
2935	-4.e-002	0.	-2.e-002	0.6266
2938	-0.1	0.	-4.e-002	0.8792
2939	-6.e-002	0.	-2.e-002	0.72347
2940	-9.8642e-002	0.	-2.e-002	0.87366
2944	-0.14	0.	-4.e-002	0.95468
2945	-0.11864	0.	-2.e-002	0.93767
2948	-0.18	0.	-4.e-002	0.94674
2949	-0.13864	0.	-2.e-002	0.94913
2950	-0.17348	0.	-2.e-002	0.96164
2953	-0.22	0.	-4.e-002	0.86584
2954	-0.19348	0.	-2.e-002	0.94224
2956	-0.26	0.	-4.e-002	0.72263
2957	-0.26	0.	-2.e-002	0.69879
2958	-0.21348	0.	-2.e-002	0.88074
2962	-0.29	0.	-4.e-002	0.55454
2963	-0.28	0.	-2.e-002	0.61708
2966	-0.31	0.	-4.e-002	0.37301
2967	-0.31	0.	-2.e-002	0.38218
2968	-0.29	0.	-2.e-002	0.5307
2974	-0.32	0.	-2.e-002	0.28702
5221	-2.e-002	0.	0.	0.45673
5230	-0.3	0.	0.	0.44471
8288	-7.8642e-002	0.	4.0918e-019	0.78195
8304	-0.15212	0.	4.0918e-019	0.94464
64	-0.3	0.	-5.e-002	1.4228e-002
65	-0.28	0.	-5.e-002	-1.4958e-002
66	-0.24	0.	-5.e-002	-1.953e-002
67	-0.2	0.	-5.e-002	-2.1674e-002
68	-0.16	0.	-5.e-002	-2.2137e-002
69	-0.12	0.	-5.e-002	-2.1971e-002
70	-8.e-002	0.	-5.e-002	-1.9583e-002
71	-4.e-002	0.	-5.e-002	-1.4503e-002
72	-2.e-002	0.	-5.e-002	1.5019e-002
73	-2.e-002	0.	5.e-002	1.4588e-002
74	-4.e-002	0.	5.e-002	-1.5049e-002
75	-8.e-002	0.	5.e-002	-1.9598e-002
76	-0.12	0.	5.e-002	-2.1733e-002
77	-0.16	0.	5.e-002	-2.2015e-002
78	-0.2	0.	5.e-002	-2.1658e-002
79	-0.24	0.	5.e-002	-1.9632e-002
80	-0.28	0.	5.e-002	-1.5049e-002
81	-0.3	0.	5.e-002	1.3877e-002
82	0.	0.	5.e-002	4.1522e-002
83	0.	0.	6.e-002	2.5415e-002
84	-2.e-002	0.	6.e-002	5.7696e-003
85	-4.e-002	0.	6.e-002	-2.0653e-002
86	-8.e-002	0.	6.e-002	-2.9676e-002
87	-0.12	0.	6.e-002	-3.2422e-002
88	-0.16	0.	6.e-002	-3.2914e-002
89	-0.2	0.	6.e-002	-3.2308e-002
90	-0.24	0.	6.e-002	-2.9745e-002
91	-0.28	0.	6.e-002	-2.0651e-002
92	-0.3	0.	6.e-002	4.9256e-003
93	-0.32	0.	5.e-002	3.9895e-002
94	-0.32	0.	6.e-002	2.3373e-002
95	-0.32	0.	4.e-002	5.6417e-002
96	-0.3	0.	4.e-002	2.2828e-002
97	-0.28	0.	4.e-002	-9.4471e-003
98	-0.24	0.	4.e-002	-9.5187e-003
99	-0.2	0.	4.e-002	-1.1007e-002
100	-0.16	0.	4.e-002	-1.1116e-002
101	-0.12	0.	4.e-002	-1.1043e-002
102	-8.e-002	0.	4.e-002	-9.5197e-003
103	-4.e-002	0.	4.e-002	-9.4461e-003
104	0.	0.	4.e-002	5.7629e-002
105	-2.e-002	0.	4.e-002	2.3406e-002
169	-2.e-002	0.	-4.e-002	2.3013e-002
170	0.	0.	-4.e-002	5.6089e-002
171	-4.e-002	0.	-4.e-002	-9.0054e-003
172	-8.e-002	0.	-4.e-002	-9.5175e-003
173	-0.12	0.	-4.e-002	-1.116e-002
174	-0.16	0.	-4.e-002	-1.1181e-002
175	-0.2	0.	-4.e-002	-1.1019e-002
176	-0.24	0.	-4.e-002	-9.472e-003
177	-0.28	0.	-4.e-002	-9.3789e-003
178	-0.3	0.	-4.e-002	2.301e-002
179	-0.32	0.	-4.e-002	5.6744e-002
273	-0.3	0.	-6.e-002	5.4458e-003
274	-0.32	0.	-6.e-002	2.4511e-002
275	-0.28	0.	-6.e-002	-2.0537e-002
276	-0.24	0.	-6.e-002	-2.9588e-002
277	-0.2	0.	-6.e-002	-3.2329e-002
278	-0.16	0.	-6.e-002	-3.3094e-002
279	-0.12	0.	-6.e-002	-3.2781e-002
280	-8.e-002	0.	-6.e-002	-2.9649e-002
281	-4.e-002	0.	-6.e-002	-2.0001e-002
282	-2.e-002	0.	-6.e-002	7.0248e-003
283	0.	0.	-6.e-002	2.7063e-002
293	-0.32	0.	-5.e-002	4.0628e-002
297	0.	0.	-5.e-002	4.1576e-002
2428	-0.29	0.	-5.e-002	-3.6508e-004
2429	-0.3	0.	-4.5e-002	1.8619e-002
2430	-0.3	0.	-5.5e-002	9.8369e-003
2431	-0.31	0.	-5.e-002	2.7428e-002
2432	-0.26	0.	-5.e-002	-1.7244e-002
2433	-0.28	0.	-4.5e-002	-1.2169e-002
2434	-0.28	0.	-5.5e-002	-1.7748e-002
2435	-0.22	0.	-5.e-002	-2.0602e-002
2436	-0.24	0.	-4.5e-002	-1.4501e-002
2437	-0.24	0.	-5.5e-002	-2.4559e-002
2438	-0.18	0.	-5.e-002	-2.1906e-002
2439	-0.2	0.	-4.5e-002	-1.6346e-002
2440	-0.2	0.	-5.5e-002	-2.7002e-002
2441	-0.14	0.	-5.e-002	-2.2054e-002
2442	-0.16	0.	-4.5e-002	-1.6659e-002
2443	-0.16	0.	-5.5e-002	-2.7616e-002
2444	-0.1	0.	-5.e-002	-2.0777e-002
2445	-0.12	0.	-4.5e-002	-1.6565e-002
2446	-0.12	0.	-5.5e-002	-2.7376e-002
2447	-6.e-002	0.	-5.e-002	-1.7043e-002
2448	-8.e-002	0.	-4.5e-002	-1.455e-002
2449	-8.e-002	0.	-5.5e-002	-2.4616e-002
2450	-3.e-002	0.	-5.e-002	2.5799e-004
2451	-4.e-002	0.	-4.5e-002	-1.1754e-002
2452	-4.e-002	0.	-5.5e-002	-1.7252e-002
2453	-2.e-002	0.	-4.5e-002	1.9016e-002
2454	-2.e-002	0.	-5.5e-002	1.1022e-002
2455	-1.e-002	0.	-5.e-002	2.8297e-002
2456	-3.e-002	0.	5.e-002	-2.3071e-004
2457	-1.e-002	0.	5.e-002	2.8055e-002
2458	-2.e-002	0.	5.5e-002	1.0179e-002
2459	-2.e-002	0.	4.5e-002	1.8997e-002
2460	-6.e-002	0.	5.e-002	-1.7324e-002
2461	-4.e-002	0.	5.5e-002	-1.7851e-002
2462	-4.e-002	0.	4.5e-002	-1.2248e-002
