Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Magnetic Flux Density (T)
95	-0.4	0.	5.e-002	0.31672
96	-0.375	0.	5.e-002	0.57014
97	-0.35	0.	5.e-002	0.79546
98	-0.3	0.	5.e-002	1.0136
99	-0.25	0.	5.e-002	1.1299
100	-0.2	0.	5.e-002	1.2032
101	-0.15	0.	5.e-002	1.1779
102	-0.1	0.	5.e-002	0.96922
103	-5.e-002	0.	5.e-002	0.76885
104	0.	0.	5.e-002	0.33367
105	-2.5e-002	0.	5.e-002	0.54133
169	-2.5e-002	0.	-5.e-002	0.55029
170	0.	0.	-5.e-002	0.34217
171	-5.e-002	0.	-5.e-002	0.78275
172	-0.1	0.	-5.e-002	0.97924
173	-0.15	0.	-5.e-002	1.1726
174	-0.2	0.	-5.e-002	1.2116
175	-0.25	0.	-5.e-002	1.1756
176	-0.3	0.	-5.e-002	1.0203
177	-0.35	0.	-5.e-002	0.78425
178	-0.375	0.	-5.e-002	0.59488
179	-0.4	0.	-5.e-002	0.39436
541	0.	0.	0.	0.36152
542	-0.4	0.	0.	0.36517
970	-5.e-002	0.	0.	0.77816
971	-0.35	0.	0.	0.78567
972	-0.125	0.	0.	1.1167
973	-0.225	0.	0.	1.2072
2530	-0.3875	0.	5.e-002	0.44343
2532	-0.4	0.	2.5e-002	0.34094
2537	-0.3625	0.	5.e-002	0.6828
2539	-0.3875	0.	2.5e-002	0.46766
2540	-0.3625	0.	2.5e-002	0.67791
2544	-0.325	0.	5.e-002	0.90452
2546	-0.35	0.	2.5e-002	0.79057
2548	-0.275	0.	5.e-002	1.0717
2550	-0.3	0.	0.	1.0169
2551	-0.325	0.	2.5e-002	0.89963
2553	-0.225	0.	5.e-002	1.1666
2555	-0.275	0.	0.	1.0751
2556	-0.2375	0.	2.5e-002	1.1686
2558	-0.175	0.	5.e-002	1.1906
2560	-0.1625	0.	2.5e-002	1.16
2561	-0.2125	0.	2.5e-002	1.2052
2564	-0.125	0.	5.e-002	1.0736
2566	-0.1375	0.	2.5e-002	1.1473
2568	-7.5e-002	0.	5.e-002	0.86904
2570	-7.5e-002	0.	2.5e-002	0.87369
2571	-0.1125	0.	2.5e-002	1.043
2574	-3.75e-002	0.	5.e-002	0.65509
2576	-5.e-002	0.	2.5e-002	0.77351
2579	-1.25e-002	0.	5.e-002	0.4375
2581	0.	0.	2.5e-002	0.3476
2585	-1.25e-002	0.	2.5e-002	0.45142
2586	-3.75e-002	0.	2.5e-002	0.65974
2873	-1.25e-002	0.	-5.e-002	0.44623
2874	-3.75e-002	0.	-5.e-002	0.66652
2875	-1.25e-002	0.	-2.5e-002	0.45591
2876	-3.75e-002	0.	-2.5e-002	0.66422
2882	0.	0.	-2.5e-002	0.35185
2886	-7.5e-002	0.	-5.e-002	0.88099
2887	-5.e-002	0.	-2.5e-002	0.78045
2890	-0.125	0.	-5.e-002	1.0759
2891	-7.5e-002	0.	-2.5e-002	0.8787
2892	-0.1125	0.	-2.5e-002	1.048
2894	-0.175	0.	-5.e-002	1.1921
2895	-0.1375	0.	-2.5e-002	1.1447
2897	-0.225	0.	-5.e-002	1.1936
2898	-0.1625	0.	-2.5e-002	1.1641
2899	-0.2125	0.	-2.5e-002	1.2094
2901	-0.275	0.	-5.e-002	1.0979
2902	-0.2375	0.	-2.5e-002	1.1914
2904	-0.325	0.	-5.e-002	0.90226
2905	-0.325	0.	-2.5e-002	0.90297
2906	-0.2625	0.	-2.5e-002	1.1138
2910	-0.3625	0.	-5.e-002	0.68956
2911	-0.35	0.	-2.5e-002	0.78496
2914	-0.3875	0.	-5.e-002	0.49462
2915	-0.3875	0.	-2.5e-002	0.48002
2916	-0.3625	0.	-2.5e-002	0.69027
2921	-0.4	0.	-2.5e-002	0.37977
5171	-2.5e-002	0.	0.	0.56984
5181	-0.375	0.	0.	0.57542
8000	-8.75e-002	0.	0.	0.94742
8015	-0.175	0.	0.	1.162
64	-0.375	0.	-6.25e-002	1.8257e-002
65	-0.35	0.	-6.25e-002	-1.914e-002
66	-0.3	0.	-6.25e-002	-2.4365e-002
67	-0.25	0.	-6.25e-002	-2.6991e-002
68	-0.2	0.	-6.25e-002	-2.7595e-002
69	-0.15	0.	-6.25e-002	-2.7352e-002
70	-0.1	0.	-6.25e-002	-2.4241e-002
71	-5.e-002	0.	-6.25e-002	-1.8287e-002
72	-2.5e-002	0.	-6.25e-002	1.8127e-002
73	-2.5e-002	0.	6.25e-002	1.8073e-002
74	-5.e-002	0.	6.25e-002	-1.8596e-002
75	-0.1	0.	6.25e-002	-2.4132e-002
76	-0.15	0.	6.25e-002	-2.7026e-002
77	-0.2	0.	6.25e-002	-2.7601e-002
78	-0.25	0.	6.25e-002	-2.7179e-002
79	-0.3	0.	6.25e-002	-2.4335e-002
80	-0.35	0.	6.25e-002	-1.8648e-002
81	-0.375	0.	6.25e-002	1.7007e-002
82	0.	0.	6.25e-002	5.1529e-002
83	0.	0.	7.5e-002	3.2147e-002
84	-2.5e-002	0.	7.5e-002	7.3487e-003
85	-5.e-002	0.	7.5e-002	-2.5597e-002
86	-0.1	0.	7.5e-002	-3.6556e-002
87	-0.15	0.	7.5e-002	-4.0321e-002
88	-0.2	0.	7.5e-002	-4.1269e-002
89	-0.25	0.	7.5e-002	-4.0538e-002
90	-0.3	0.	7.5e-002	-3.6874e-002
91	-0.35	0.	7.5e-002	-2.5529e-002
92	-0.375	0.	7.5e-002	5.4279e-003
93	-0.4	0.	6.25e-002	4.9395e-002
94	-0.4	0.	7.5e-002	2.7978e-002
95	-0.4	0.	5.e-002	7.0812e-002
96	-0.375	0.	5.e-002	2.8587e-002
97	-0.35	0.	5.e-002	-1.1767e-002
98	-0.3	0.	5.e-002	-1.1796e-002
99	-0.25	0.	5.e-002	-1.382e-002
100	-0.2	0.	5.e-002	-1.3933e-002
101	-0.15	0.	5.e-002	-1.3732e-002
102	-0.1	0.	5.e-002	-1.1709e-002
103	-5.e-002	0.	5.e-002	-1.1596e-002
104	0.	0.	5.e-002	7.0912e-002
105	-2.5e-002	0.	5.e-002	2.8798e-002
169	-2.5e-002	0.	-5.e-002	2.7975e-002
170	0.	0.	-5.e-002	6.8532e-002
171	-5.e-002	0.	-5.e-002	-1.1207e-002
172	-0.1	0.	-5.e-002	-1.1805e-002
173	-0.15	0.	-5.e-002	-1.3877e-002
174	-0.2	0.	-5.e-002	-1.3929e-002
175	-0.25	0.	-5.e-002	-1.3723e-002
176	-0.3	0.	-5.e-002	-1.1798e-002
177	-0.35	0.	-5.e-002	-1.2101e-002
178	-0.375	0.	-5.e-002	2.9827e-002
179	-0.4	0.	-5.e-002	7.3826e-002
273	-0.375	0.	-7.5e-002	6.6872e-003
274	-0.4	0.	-7.5e-002	3.121e-002
275	-0.35	0.	-7.5e-002	-2.618e-002
276	-0.3	0.	-7.5e-002	-3.6932e-002
277	-0.25	0.	-7.5e-002	-4.0259e-002
278	-0.2	0.	-7.5e-002	-4.1261e-002
279	-0.15	0.	-7.5e-002	-4.0827e-002
280	-0.1	0.	-7.5e-002	-3.6677e-002
281	-5.e-002	0.	-7.5e-002	-2.5368e-002
282	-2.5e-002	0.	-7.5e-002	8.2788e-003
283	0.	0.	-7.5e-002	3.425e-002
293	-0.4	0.	-6.25e-002	5.2518e-002
297	0.	0.	-6.25e-002	5.1391e-002
2401	-0.3625	0.	-6.25e-002	-4.4156e-004
2402	-0.375	0.	-5.625e-002	2.4042e-002
2403	-0.375	0.	-6.875e-002	1.2472e-002
2404	-0.3875	0.	-6.25e-002	3.5388e-002
2405	-0.325	0.	-6.25e-002	-2.1753e-002
2406	-0.35	0.	-5.625e-002	-1.5621e-002
2407	-0.35	0.	-6.875e-002	-2.266e-002
2408	-0.275	0.	-6.25e-002	-2.5678e-002
2409	-0.3	0.	-5.625e-002	-1.8081e-002
2410	-0.3	0.	-6.875e-002	-3.0649e-002
