Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Magnetic Flux Density (T)
95	-0.32	0.	4.e-002	0.34336
96	-0.3	0.	4.e-002	0.4656
97	-0.28	0.	4.e-002	0.64635
98	-0.24	0.	4.e-002	0.82647
99	-0.2	0.	4.e-002	0.93326
100	-0.16	0.	4.e-002	0.96632
101	-0.12	0.	4.e-002	0.9332
102	-8.e-002	0.	4.e-002	0.799
103	-4.e-002	0.	4.e-002	0.67902
104	0.	0.	4.e-002	0.35191
105	-2.e-002	0.	4.e-002	0.44872
169	-2.e-002	0.	-4.e-002	0.46177
170	0.	0.	-4.e-002	0.3481
171	-4.e-002	0.	-4.e-002	0.63264
172	-8.e-002	0.	-4.e-002	0.8174
173	-0.12	0.	-4.e-002	0.94386
174	-0.16	0.	-4.e-002	0.96615
175	-0.2	0.	-4.e-002	0.92815
176	-0.24	0.	-4.e-002	0.80557
177	-0.28	0.	-4.e-002	0.65068
178	-0.3	0.	-4.e-002	0.49254
179	-0.32	0.	-4.e-002	0.36055
543	0.	0.	0.	0.29146
544	-0.32	0.	0.	0.30459
1009	-4.e-002	0.	0.	0.63266
1010	-0.28	0.	0.	0.59412
1011	-0.11728	0.	8.1836e-019	0.93219
1012	-0.18695	0.	0.	0.95717
2555	-0.31	0.	4.e-002	0.3972
2557	-0.32	0.	2.e-002	0.30143
2562	-0.29	0.	4.e-002	0.55391
2564	-0.31	0.	2.e-002	0.37775
2565	-0.29	0.	2.e-002	0.52213
2569	-0.26	0.	4.e-002	0.73481
2571	-0.28	0.	2.e-002	0.61797
2574	-0.22	0.	4.e-002	0.87985
2576	-0.24	0.	0.	0.81505
2577	-0.26	0.	2.e-002	0.71003
2578	-0.21348	0.	2.e-002	0.8916
2582	-0.18	0.	4.e-002	0.9496
2584	-0.19348	0.	2.e-002	0.94507
2586	-0.14	0.	4.e-002	0.94965
2588	-0.13864	0.	2.e-002	0.94924
2589	-0.17348	0.	2.e-002	0.96173
2592	-0.1	0.	4.e-002	0.86588
2594	-0.11864	0.	2.e-002	0.93254
2597	-6.e-002	0.	4.e-002	0.73839
2599	-6.e-002	0.	2.e-002	0.71548
2600	-9.8642e-002	0.	2.e-002	0.86489
2604	-3.e-002	0.	4.e-002	0.56039
2606	-4.e-002	0.	2.e-002	0.65434
2608	-1.e-002	0.	4.e-002	0.39444
2610	0.	0.	2.e-002	0.30047
2617	-1.e-002	0.	2.e-002	0.36133
2618	-3.e-002	0.	2.e-002	0.53229
2923	-1.e-002	0.	-4.e-002	0.39922
2924	-3.e-002	0.	-4.e-002	0.54509
2925	-1.e-002	0.	-2.e-002	0.3699
2926	-3.e-002	0.	-2.e-002	0.53756
2931	0.	0.	-2.e-002	0.3021
2934	-6.e-002	0.	-4.e-002	0.72384
2935	-4.e-002	0.	-2.e-002	0.62939
2938	-0.1	0.	-4.e-002	0.88048
