Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Magnetic Flux Density (T)
95	-0.4	0.	5.e-002	0.43043
96	-0.375	0.	5.e-002	0.60309
97	-0.35	0.	5.e-002	0.81281
98	-0.3	0.	5.e-002	1.0146
99	-0.25	0.	5.e-002	1.1302
100	-0.2	0.	5.e-002	1.2032
101	-0.15	0.	5.e-002	1.1781
102	-0.1	0.	5.e-002	0.97226
103	-5.e-002	0.	5.e-002	0.78231
104	0.	0.	5.e-002	0.43885
105	-2.5e-002	0.	5.e-002	0.57877
169	-2.5e-002	0.	-5.e-002	0.58295
170	0.	0.	-5.e-002	0.44079
171	-5.e-002	0.	-5.e-002	0.79496
172	-0.1	0.	-5.e-002	0.98224
173	-0.15	0.	-5.e-002	1.173
174	-0.2	0.	-5.e-002	1.2116
175	-0.25	0.	-5.e-002	1.1766
176	-0.3	0.	-5.e-002	1.0218
177	-0.35	0.	-5.e-002	0.79758
178	-0.375	0.	-5.e-002	0.6281
179	-0.4	0.	-5.e-002	0.48415
541	0.	0.	0.	0.37331
542	-0.4	0.	0.	0.37846
970	-5.e-002	0.	0.	0.77949
971	-0.35	0.	0.	0.78753
972	-0.125	0.	0.	1.1169
973	-0.225	0.	0.	1.2073
2530	-0.3875	0.	5.e-002	0.50613
2532	-0.4	0.	2.5e-002	0.38104
2537	-0.3625	0.	5.e-002	0.70659
2539	-0.3875	0.	2.5e-002	0.48447
2540	-0.3625	0.	2.5e-002	0.68674
2544	-0.325	0.	5.e-002	0.91076
2546	-0.35	0.	2.5e-002	0.79639
2548	-0.275	0.	5.e-002	1.0724
2550	-0.3	0.	0.	1.017
2551	-0.325	0.	2.5e-002	0.90052
2553	-0.225	0.	5.e-002	1.1666
2555	-0.275	0.	0.	1.0752
2556	-0.2375	0.	2.5e-002	1.1686
2558	-0.175	0.	5.e-002	1.1906
2560	-0.1625	0.	2.5e-002	1.16
2561	-0.2125	0.	2.5e-002	1.2053
2564	-0.125	0.	5.e-002	1.0747
2566	-0.1375	0.	2.5e-002	1.1474
2568	-7.5e-002	0.	5.e-002	0.87604
2570	-7.5e-002	0.	2.5e-002	0.87542
2571	-0.1125	0.	2.5e-002	1.0438
2574	-3.75e-002	0.	5.e-002	0.67788
2576	-5.e-002	0.	2.5e-002	0.77861
2579	-1.25e-002	0.	5.e-002	0.50135
2581	0.	0.	2.5e-002	0.38373
2585	-1.25e-002	0.	2.5e-002	0.46778
2586	-3.75e-002	0.	2.5e-002	0.66999
2873	-1.25e-002	0.	-5.e-002	0.50435
2874	-3.75e-002	0.	-5.e-002	0.68663
2875	-1.25e-002	0.	-2.5e-002	0.46852
2876	-3.75e-002	0.	-2.5e-002	0.67052
2882	0.	0.	-2.5e-002	0.38253
2886	-7.5e-002	0.	-5.e-002	0.88755
2887	-5.e-002	0.	-2.5e-002	0.78359
2890	-0.125	0.	-5.e-002	1.0772
2891	-7.5e-002	0.	-2.5e-002	0.8796
2892	-0.1125	0.	-2.5e-002	1.0488
2894	-0.175	0.	-5.e-002	1.1922
2895	-0.1375	0.	-2.5e-002	1.1448
2897	-0.225	0.	-5.e-002	1.1938
2898	-0.1625	0.	-2.5e-002	1.1642
2899	-0.2125	0.	-2.5e-002	1.2094
2901	-0.275	0.	-5.e-002	1.0992
2902	-0.2375	0.	-2.5e-002	1.1917
2904	-0.325	0.	-5.e-002	0.90784
2905	-0.325	0.	-2.5e-002	0.9039
2906	-0.2625	0.	-2.5e-002	1.1142
2910	-0.3625	0.	-5.e-002	0.71102
2911	-0.35	0.	-2.5e-002	0.78905
2914	-0.3875	0.	-5.e-002	0.5503
2915	-0.3875	0.	-2.5e-002	0.49272
2916	-0.3625	0.	-2.5e-002	0.69836
2921	-0.4	0.	-2.5e-002	0.40775
5171	-2.5e-002	0.	0.	0.57393
5181	-0.375	0.	0.	0.58051
8000	-8.75e-002	0.	0.	0.94802
8015	-0.175	0.	0.	1.162
64	-0.375	0.	-6.25e-002	0.18203
65	-0.35	0.	-6.25e-002	0.12799
66	-0.3	0.	-6.25e-002	8.3151e-002
67	-0.25	0.	-6.25e-002	4.5898e-002
68	-0.2	0.	-6.25e-002	2.7596e-002
69	-0.15	0.	-6.25e-002	4.5837e-002
70	-0.1	0.	-6.25e-002	8.1503e-002
71	-5.e-002	0.	-6.25e-002	0.12828
72	-2.5e-002	0.	-6.25e-002	0.18428
73	-2.5e-002	0.	6.25e-002	0.18449
74	-5.e-002	0.	6.25e-002	0.12936
75	-0.1	0.	6.25e-002	8.312e-002
76	-0.15	0.	6.25e-002	4.5744e-002
77	-0.2	0.	6.25e-002	2.7602e-002
78	-0.25	0.	6.25e-002	4.6116e-002
79	-0.3	0.	6.25e-002	8.2642e-002
80	-0.35	0.	6.25e-002	0.12829
81	-0.375	0.	6.25e-002	0.18293
82	0.	0.	6.25e-002	0.22044
83	0.	0.	7.5e-002	0.16567
84	-2.5e-002	0.	7.5e-002	0.14944
85	-5.e-002	0.	7.5e-002	0.11697
86	-0.1	0.	7.5e-002	7.9989e-002
87	-0.15	0.	7.5e-002	5.2117e-002
88	-0.2	0.	7.5e-002	4.1269e-002
89	-0.25	0.	7.5e-002	5.2561e-002
90	-0.3	0.	7.5e-002	7.9639e-002
91	-0.35	0.	7.5e-002	0.11591
92	-0.375	0.	7.5e-002	0.14841
93	-0.4	0.	6.25e-002	0.21787
94	-0.4	0.	7.5e-002	0.16354
95	-0.4	0.	5.e-002	0.27261
96	-0.375	0.	5.e-002	0.21785
97	-0.35	0.	5.e-002	0.14128
98	-0.3	0.	5.e-002	8.8161e-002
99	-0.25	0.	5.e-002	4.332e-002
100	-0.2	0.	5.e-002	1.3935e-002
101	-0.15	0.	5.e-002	4.3041e-002
102	-0.1	0.	5.e-002	8.8709e-002
103	-5.e-002	0.	5.e-002	0.14236
104	0.	0.	5.e-002	0.27544
105	-2.5e-002	0.	5.e-002	0.21983
169	-2.5e-002	0.	-5.e-002	0.21951
170	0.	0.	-5.e-002	0.27456
171	-5.e-002	0.	-5.e-002	0.14123
172	-0.1	0.	-5.e-002	8.7401e-002
173	-0.15	0.	-5.e-002	4.3e-002
174	-0.2	0.	-5.e-002	1.393e-002
175	-0.25	0.	-5.e-002	4.325e-002
176	-0.3	0.	-5.e-002	8.868e-002
177	-0.35	0.	-5.e-002	0.14114
178	-0.375	0.	-5.e-002	0.21783
179	-0.4	0.	-5.e-002	0.27407
273	-0.375	0.	-7.5e-002	0.14659
274	-0.4	0.	-7.5e-002	0.16267
275	-0.35	0.	-7.5e-002	0.11549
276	-0.3	0.	-7.5e-002	8.0129e-002
277	-0.25	0.	-7.5e-002	5.2202e-002
278	-0.2	0.	-7.5e-002	4.1261e-002
279	-0.15	0.	-7.5e-002	5.2412e-002
280	-0.1	0.	-7.5e-002	7.817e-002
281	-5.e-002	0.	-7.5e-002	0.11596
282	-2.5e-002	0.	-7.5e-002	0.14928
283	0.	0.	-7.5e-002	0.16404
293	-0.4	0.	-6.25e-002	0.21821
297	0.	0.	-6.25e-002	0.21926
2401	-0.3625	0.	-6.25e-002	0.15383
2402	-0.375	0.	-5.625e-002	0.19989
2403	-0.375	0.	-6.875e-002	0.16425
2404	-0.3875	0.	-6.25e-002	0.19961
2405	-0.325	0.	-6.25e-002	0.1053
2406	-0.35	0.	-5.625e-002	0.13449
2407	-0.35	0.	-6.875e-002	0.12164
2408	-0.275	0.	-6.25e-002	6.3715e-002
2409	-0.3	0.	-5.625e-002	8.5627e-002
2410	-0.3	0.	-6.875e-002	8.1304e-002
2411	-0.225	0.	-6.25e-002	3.2961e-002
2412	-0.25	0.	-5.625e-002	4.4055e-002
2413	-0.25	0.	-6.875e-002	4.8663e-002
2414	-0.175	0.	-6.25e-002	3.3107e-002
2415	-0.2	0.	-5.625e-002	2.0763e-002
2416	-0.2	0.	-6.875e-002	3.4428e-002
2417	-0.125	0.	-6.25e-002	6.2838e-002
2418	-0.15	0.	-5.625e-002	4.3884e-002
2419	-0.15	0.	-6.875e-002	4.8732e-002
2420	-7.5e-002	0.	-6.25e-002	0.10458
