Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Magnetic Flux Density (T)
5313	-4.4949e-002	0.	0.65535	7.9406e-005
5318	-0.48089	0.	0.61298	1.0359e-004
5319	-0.49528	0.	0.52437	1.7496e-004
5320	-0.57576	0.	0.52857	1.3309e-004
5321	-0.55469	0.	0.63295	9.1622e-005
5324	0.21914	0.	0.47584	2.4111e-004
5325	0.16224	0.	0.36224	5.3396e-004
5326	0.24735	0.	0.41621	2.9138e-004
5327	0.13272	0.	0.4399	2.8992e-004
5328	0.14411	0.	0.4004	4.1185e-004
5332	-0.39322	0.	0.3927	3.8281e-004
5333	-0.44814	0.	0.41798	3.2599e-004
5334	-0.4669	0.	0.33245	4.6305e-004
5335	-0.42053	0.	0.31899	6.7953e-004
5336	-0.39878	0.	0.34746	5.1089e-004
5340	-0.39483	0.	0.69972	7.0702e-005
5341	-0.32294	0.	0.70534	6.8618e-005
5342	-0.35174	0.	0.79863	4.4042e-005
5343	-0.3059	0.	0.76682	4.7039e-005
5347	-0.30826	0.	0.49228	2.5722e-004
5348	-0.40508	0.	0.44847	2.9031e-004
5349	-0.31831	0.	0.38723	4.7999e-004
5350	-0.29979	0.	0.42344	3.6287e-004
5351	-0.35573	0.	0.37794	4.8054e-004
5356	0.54558	0.	0.15289	2.5202e-004
5357	0.39292	0.	0.13531	5.1222e-004
5358	0.47164	0.	0.20438	2.7159e-004
5364	-1.0756	0.	0.84118	1.5482e-005
5365	-1.0185	0.	0.71996	2.8303e-005
5366	-1.0654	0.	0.68856	2.6609e-005
5367	-1.1216	0.	0.70102	2.3218e-005
5368	-1.1286	0.	0.80163	1.631e-005
5369	-1.0298	0.	0.78443	2.0473e-005
5373	0.78218	0.	0.70244	2.9761e-005
5374	0.83014	0.	0.66887	3.0517e-005
5375	0.886	0.	0.6812	2.4979e-005
5376	0.87893	0.	0.77714	1.9053e-005
5377	0.81598	0.	0.76825	2.2596e-005
5381	-0.36479	0.	0.14465	3.4562e-003
5382	-0.41328	0.	0.15334	1.8426e-003
5383	-0.33219	0.	0.21057	2.1275e-003
5384	-0.38985	0.	0.23643	1.4683e-003
5385	-0.34528	0.	0.17908	2.9184e-003
5389	0.29189	0.	0.59594	1.1453e-004
5390	0.2452	0.	0.6585	8.1973e-005
5391	0.39472	0.	0.65542	6.7077e-005
5392	0.34944	0.	0.72375	5.8582e-005
5398	4.9663e-003	0.	0.11319	1.177e-002
5399	4.8813e-002	0.	0.10189	1.1297e-002
5400	3.1616e-002	0.	7.3542e-002	2.2408e-002
5401	1.8037e-002	0.	8.3306e-002	2.7556e-002
5406	0.12242	0.	0.72683	6.6782e-005
5407	5.4583e-002	0.	0.8575	3.1096e-005
5408	0.13003	0.	0.86237	3.6413e-005
5409	1.0833e-002	0.	0.74812	4.9979e-005
5414	-0.77045	0.	0.15269	2.5741e-004
5415	-0.62008	0.	0.12597	5.1822e-004
5416	-0.73157	0.	0.19835	2.7222e-004
5420	-1.5519e-002	0.	0.51068	2.1551e-004
5421	2.2071e-002	0.	0.46167	2.7713e-004
5422	-7.1582e-002	0.	0.43285	3.604e-004
5423	-8.1494e-002	0.	0.46467	2.6498e-004
5427	-0.80908	0.	0.21687	1.8541e-004
5428	-0.91374	0.	0.15018	1.407e-004
5429	-0.90072	0.	0.23686	1.3114e-004
5434	0.55322	0.	0.2215	1.9818e-004
5435	0.68449	0.	0.14965	1.4792e-004
5436	0.66491	0.	0.22847	1.3765e-004
5442	0.20987	0.	0.5961	1.2204e-004
5443	0.28478	0.	0.47391	2.0675e-004
5446	0.15293	0.	0.27234	1.076e-003
5447	0.10423	0.	0.30354	8.743e-004
