Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Magnetic Flux Density (T)
95	-0.36	0.	4.5e-002	0.4086
96	-0.3375	0.	4.5e-002	0.53305
97	-0.315	0.	4.5e-002	0.72263
98	-0.27	0.	4.5e-002	0.90391
99	-0.225	0.	4.5e-002	1.0266
100	-0.18	0.	4.5e-002	1.0829
101	-0.135	0.	4.5e-002	1.063
102	-9.e-002	0.	4.5e-002	0.88902
103	-4.5e-002	0.	4.5e-002	0.71958
104	0.	0.	4.5e-002	0.44551
105	-2.25e-002	0.	4.5e-002	0.5671
169	-2.25e-002	0.	-4.5e-002	0.50558
170	0.	0.	-4.5e-002	0.41729
171	-4.5e-002	0.	-4.5e-002	0.76052
172	-9.e-002	0.	-4.5e-002	0.88525
173	-0.135	0.	-4.5e-002	1.0629
174	-0.18	0.	-4.5e-002	1.0832
175	-0.225	0.	-4.5e-002	1.0525
176	-0.27	0.	-4.5e-002	0.91926
177	-0.315	0.	-4.5e-002	0.70595
178	-0.3375	0.	-4.5e-002	0.51609
179	-0.36	0.	-4.5e-002	0.39337
541	0.	0.	0.	0.35273
542	-0.36	0.	0.	0.34074
971	-4.5e-002	0.	0.	0.69341
972	-0.315	0.	0.	0.67242
973	-0.1125	0.	0.	1.0103
974	-0.2025	0.	0.	1.0867
2490	-0.34875	0.	4.5e-002	0.46516
2492	-0.36	0.	2.25e-002	0.35338
2497	-0.32625	0.	4.5e-002	0.62551
2499	-0.34875	0.	2.25e-002	0.42813
2500	-0.32625	0.	2.25e-002	0.59307
2503	-0.2925	0.	4.5e-002	0.81196
2505	-0.315	0.	2.25e-002	0.6945
2508	-0.2475	0.	4.5e-002	0.96503
2510	-0.27	0.	0.	0.9104
2511	-0.2925	0.	2.25e-002	0.78746
2514	-0.2025	0.	4.5e-002	1.0547
2516	-0.2475	0.	0.	0.97242
2517	-0.21375	0.	2.25e-002	1.0566
2519	-0.1575	0.	4.5e-002	1.0729
2521	-0.14625	0.	2.25e-002	1.0465
2522	-0.19125	0.	2.25e-002	1.0848
2525	-0.1125	0.	4.5e-002	0.97559
2527	-0.12375	0.	2.25e-002	1.0366
2529	-6.75e-002	0.	4.5e-002	0.80315
2531	-6.75e-002	0.	2.25e-002	0.78998
2532	-0.10125	0.	2.25e-002	0.94899
2534	-3.375e-002	0.	4.5e-002	0.64103
2536	-4.5e-002	0.	2.25e-002	0.70292
2539	-1.125e-002	0.	4.5e-002	0.50339
2541	0.	0.	2.25e-002	0.3808
2547	-1.125e-002	0.	2.25e-002	0.44915
2548	-3.375e-002	0.	2.25e-002	0.61949
2832	-1.125e-002	0.	-4.5e-002	0.44849
2833	-3.375e-002	0.	-4.5e-002	0.63014
2834	-1.125e-002	0.	-2.25e-002	0.42395
2835	-3.375e-002	0.	-2.25e-002	0.59225
2838	0.	0.	-2.25e-002	0.35794
2842	-6.75e-002	0.	-4.5e-002	0.8223
2843	-4.5e-002	0.	-2.25e-002	0.72535
2845	-0.1125	0.	-4.5e-002	0.97359
2846	-6.75e-002	0.	-2.25e-002	0.78869
2847	-0.10125	0.	-2.25e-002	0.947
2850	-0.1575	0.	-4.5e-002	1.073
2851	-0.12375	0.	-2.25e-002	1.0365
2853	-0.2025	0.	-4.5e-002	1.0677
2854	-0.14625	0.	-2.25e-002	1.0467
2855	-0.19125	0.	-2.25e-002	1.085
2858	-0.2475	0.	-4.5e-002	0.98588
2859	-0.21375	0.	-2.25e-002	1.0695
2861	-0.2925	0.	-4.5e-002	0.81055
2862	-0.2925	0.	-2.25e-002	0.79564
2863	-0.23625	0.	-2.25e-002	1.0028
2867	-0.32625	0.	-4.5e-002	0.60805
2868	-0.315	0.	-2.25e-002	0.68681
2871	-0.34875	0.	-4.5e-002	0.44956
2872	-0.34875	0.	-2.25e-002	0.41957
2873	-0.32625	0.	-2.25e-002	0.58451
2878	-0.36	0.	-2.25e-002	0.34747
5067	-2.25e-002	0.	0.	0.52143
5077	-0.3375	0.	0.	0.50471
7961	-7.875e-002	0.	0.	0.85154
7973	-0.1575	0.	0.	1.0484
64	-0.3375	0.	-5.625e-002	0.16386
65	-0.315	0.	-5.625e-002	0.11447
66	-0.27	0.	-5.625e-002	7.3682e-002
67	-0.225	0.	-5.625e-002	4.113e-002
68	-0.18	0.	-5.625e-002	2.4983e-002
69	-0.135	0.	-5.625e-002	4.0946e-002
70	-9.e-002	0.	-5.625e-002	7.4259e-002
71	-4.5e-002	0.	-5.625e-002	0.11538
72	-2.25e-002	0.	-5.625e-002	0.16284
73	-2.25e-002	0.	5.625e-002	0.16437
74	-4.5e-002	0.	5.625e-002	0.1157
75	-9.e-002	0.	5.625e-002	7.4422e-002
76	-0.135	0.	5.625e-002	4.0954e-002
77	-0.18	0.	5.625e-002	2.5121e-002
78	-0.225	0.	5.625e-002	4.0429e-002
79	-0.27	0.	5.625e-002	7.3174e-002
80	-0.315	0.	5.625e-002	0.1155
81	-0.3375	0.	5.625e-002	0.16367
82	0.	0.	5.625e-002	0.19559
83	0.	0.	6.75e-002	0.14701
84	-2.25e-002	0.	6.75e-002	0.13342
85	-4.5e-002	0.	6.75e-002	0.10466
86	-9.e-002	0.	6.75e-002	7.1608e-002
