Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Magnetic Flux Density (T)
13	-0.2	0.	2.5e-002	0.96903
14	-0.18182	0.	2.5e-002	1.509
15	-0.16364	0.	2.5e-002	2.1035
16	-0.14545	0.	2.5e-002	2.3561
17	-0.12727	0.	2.5e-002	2.5001
18	-0.10909	0.	2.5e-002	2.5428
19	-9.0909e-002	0.	2.5e-002	2.5356
20	-7.2727e-002	0.	2.5e-002	2.4979
21	-5.4545e-002	0.	2.5e-002	2.3471
22	-3.6364e-002	0.	2.5e-002	2.1493
23	0.	0.	2.5e-002	0.97869
24	-1.8182e-002	0.	2.5e-002	1.384
95	-1.8182e-002	0.	-2.5e-002	1.3869
96	0.	0.	-2.5e-002	0.94307
97	-3.6364e-002	0.	-2.5e-002	2.2195
98	-5.4545e-002	0.	-2.5e-002	2.3653
99	-7.2727e-002	0.	-2.5e-002	2.4976
100	-9.0909e-002	0.	-2.5e-002	2.5394
101	-0.10909	0.	-2.5e-002	2.5438
102	-0.12727	0.	-2.5e-002	2.4998
103	-0.14545	0.	-2.5e-002	2.3722
104	-0.16364	0.	-2.5e-002	2.15
105	-0.18182	0.	-2.5e-002	1.4236
106	-0.2	0.	-2.5e-002	1.0122
457	0.	0.	0.	0.8488
458	-0.2	0.	0.	0.83393
900	-2.7273e-002	0.	0.	1.857
901	-6.3636e-002	0.	0.	2.4439
902	-0.1074	0.	4.3368e-019	2.5367
903	-0.14411	0.	0.	2.4034
904	-0.17273	0.	0.	1.825
2073	-0.19091	0.	2.5e-002	1.2182
2075	-0.2	0.	1.25e-002	0.86559
2081	-0.17273	0.	2.5e-002	1.8021
2083	-0.19091	0.	1.25e-002	1.1624
2084	-0.17727	0.	1.25e-002	1.6546
2088	-0.15455	0.	2.5e-002	2.2292
2090	-0.15387	0.	1.25e-002	2.2512
2091	-0.16818	0.	1.25e-002	1.9598
2095	-0.13636	0.	2.5e-002	2.4275
2097	-0.14478	0.	1.25e-002	2.3792
2099	-0.11818	0.	2.5e-002	2.5214
2101	-0.11734	0.	1.25e-002	2.5183
2102	-0.13569	0.	1.25e-002	2.4517
2104	-0.1	0.	2.5e-002	2.5392
2106	-0.10825	0.	1.25e-002	2.5398
2109	-8.1818e-002	0.	2.5e-002	2.5167
2111	-7.7273e-002	0.	1.25e-002	2.4897
2112	-9.9155e-002	0.	1.25e-002	2.5361
2116	-6.3636e-002	0.	2.5e-002	2.4224
2118	-6.8182e-002	0.	1.25e-002	2.4707
2120	-4.5455e-002	0.	2.5e-002	2.2479
2122	-5.9091e-002	0.	1.25e-002	2.3949
2124	-2.7273e-002	0.	2.5e-002	1.7545
2126	-3.1818e-002	0.	1.25e-002	2.002
2127	-5.e-002	0.	1.25e-002	2.295
2129	-9.0909e-003	0.	2.5e-002	1.1677
2131	0.	0.	1.25e-002	0.87419
2138	-9.0909e-003	0.	1.25e-002	1.1018
2139	-2.2727e-002	0.	1.25e-002	1.603
2536	-9.0909e-003	0.	-2.5e-002	1.1492
2537	-2.7273e-002	0.	-2.5e-002	1.7962
2539	-9.0909e-003	0.	-1.25e-002	1.1021
2540	-2.2727e-002	0.	-1.25e-002	1.6059
2545	0.	0.	-1.25e-002	0.8511
2550	-4.5455e-002	0.	-2.5e-002	2.2914
2552	-3.1818e-002	0.	-1.25e-002	2.0354
2553	-5.e-002	0.	-1.25e-002	2.3292
2556	-6.3636e-002	0.	-2.5e-002	2.4311
2558	-5.9091e-002	0.	-1.25e-002	2.4042
2560	-8.1818e-002	0.	-2.5e-002	2.5185
2562	-6.8182e-002	0.	-1.25e-002	2.4707
2564	-0.1	0.	-2.5e-002	2.5416
2566	-7.7273e-002	0.	-1.25e-002	2.4916
2567	-9.9155e-002	0.	-1.25e-002	2.538
2570	-0.11818	0.	-2.5e-002	2.5218
2572	-0.10825	0.	-1.25e-002	2.5402
2575	-0.13636	0.	-2.5e-002	2.4358
2577	-0.11734	0.	-1.25e-002	2.5182
2578	-0.13569	0.	-1.25e-002	2.4514
2581	-0.15455	0.	-2.5e-002	2.2607
2583	-0.14478	0.	-1.25e-002	2.3872
2586	-0.17273	0.	-2.5e-002	1.7769
2588	-0.15387	0.	-1.25e-002	2.2747
2589	-0.16818	0.	-1.25e-002	1.9857
2591	-0.19091	0.	-2.5e-002	1.2039
2593	-0.19091	0.	-1.25e-002	1.1112
2594	-0.17727	0.	-1.25e-002	1.6104
2598	-0.2	0.	-1.25e-002	0.88085
4727	-1.3636e-002	0.	0.	1.348
4736	-0.18636	0.	0.	1.325
7702	-4.5455e-002	0.	0.	2.1501
7708	-8.5518e-002	0.	2.1684e-019	2.4902
7716	-0.12575	0.	2.1684e-019	2.47
7724	-0.15842	0.	0.	2.113
1	0.	0.	3.75e-002	0.45992
2	-1.8182e-002	0.	3.75e-002	0.36111
3	-3.6364e-002	0.	3.75e-002	0.22564
4	-5.4545e-002	0.	3.75e-002	0.12941
5	-7.2727e-002	0.	3.75e-002	6.115e-002
6	-9.0909e-002	0.	3.75e-002	2.4081e-002
7	-0.10909	0.	3.75e-002	2.3449e-002
8	-0.12727	0.	3.75e-002	6.0749e-002
9	-0.14545	0.	3.75e-002	0.12848
10	-0.16364	0.	3.75e-002	0.22404
11	-0.18182	0.	3.75e-002	0.35765
12	-0.2	0.	3.75e-002	0.4533
13	-0.2	0.	2.5e-002	0.4533
14	-0.18182	0.	2.5e-002	0.35765
15	-0.16364	0.	2.5e-002	0.22404
16	-0.14545	0.	2.5e-002	0.12848
17	-0.12727	0.	2.5e-002	6.0749e-002
18	-0.10909	0.	2.5e-002	2.3449e-002
19	-9.0909e-002	0.	2.5e-002	2.4081e-002
20	-7.2727e-002	0.	2.5e-002	6.115e-002
21	-5.4545e-002	0.	2.5e-002	0.12941
22	-3.6364e-002	0.	2.5e-002	0.22564
23	0.	0.	2.5e-002	0.45992
24	-1.8182e-002	0.	2.5e-002	0.36111
95	-1.8182e-002	0.	-2.5e-002	0.35715
96	0.	0.	-2.5e-002	0.44833
97	-3.6364e-002	0.	-2.5e-002	0.22738
98	-5.4545e-002	0.	-2.5e-002	0.12965
99	-7.2727e-002	0.	-2.5e-002	6.2067e-002
100	-9.0909e-002	0.	-2.5e-002	2.3966e-002
101	-0.10909	0.	-2.5e-002	2.3467e-002
102	-0.12727	0.	-2.5e-002	6.0196e-002
103	-0.14545	0.	-2.5e-002	0.12868
104	-0.16364	0.	-2.5e-002	0.22233
105	-0.18182	0.	-2.5e-002	0.35633
106	-0.2	0.	-2.5e-002	0.45612
199	-0.18182	0.	-3.75e-002	0.35633
200	-0.2	0.	-3.75e-002	0.45612
201	-0.16364	0.	-3.75e-002	0.22233
202	-0.14545	0.	-3.75e-002	0.12868
203	-0.12727	0.	-3.75e-002	6.0196e-002
204	-0.10909	0.	-3.75e-002	2.3467e-002
205	-9.0909e-002	0.	-3.75e-002	2.3966e-002
206	-7.2727e-002	0.	-3.75e-002	6.2067e-002
207	-5.4545e-002	0.	-3.75e-002	0.12965
208	-3.6364e-002	0.	-3.75e-002	0.22738
209	-1.8182e-002	0.	-3.75e-002	0.35715
210	0.	0.	-3.75e-002	0.44833
1999	-9.0909e-003	0.	3.75e-002	0.40921
2000	0.	0.	3.125e-002	0.45992
2007	-2.7273e-002	0.	3.75e-002	0.28975
2008	-1.8182e-002	0.	3.125e-002	0.36111
2014	-4.5455e-002	0.	3.75e-002	0.17702
2015	-3.6364e-002	0.	3.125e-002	0.22564
2022	-6.3636e-002	0.	3.75e-002	9.4981e-002
2023	-5.4545e-002	0.	3.125e-002	0.12941
2027	-8.1818e-002	0.	3.75e-002	4.2181e-002
2028	-7.2727e-002	0.	3.125e-002	6.115e-002
2033	-0.1	0.	3.75e-002	1.9179e-002
2034	-9.0909e-002	0.	3.125e-002	2.4081e-002
2038	-0.11818	0.	3.75e-002	4.1682e-002
2039	-0.10909	0.	3.125e-002	2.3449e-002
2045	-0.13636	0.	3.75e-002	9.4362e-002
2046	-0.12727	0.	3.125e-002	6.0749e-002
2050	-0.15455	0.	3.75e-002	0.17573
2051	-0.14545	0.	3.125e-002	0.12848
2055	-0.17273	0.	3.75e-002	0.28738
