Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Magnetic Flux Density (T)
11162	0.	0.	1.e-002	0.88157
11163	0.	0.	0.	1.314
11166	-8.e-002	0.	1.e-002	1.0008
11167	-8.e-002	0.	0.	1.3218
11168	-8.e-002	0.	-1.e-002	0.88899
11169	0.	0.	-1.e-002	1.0195
11444	-4.e-002	0.	1.e-002	2.7339
11445	-2.e-002	0.	1.e-002	2.2266
11446	-6.e-002	0.	1.e-002	2.1739
11447	-4.e-002	0.	-1.e-002	2.7249
11448	-6.e-002	0.	-1.e-002	2.1977
11449	-2.e-002	0.	-1.e-002	2.2326
12689	0.	0.	5.e-003	1.0203
12692	-1.e-002	0.	1.e-002	1.4623
12697	0.	0.	-5.e-003	1.0383
12699	-1.e-002	0.	5.e-003	1.7644
12700	-1.e-002	0.	-5.e-003	1.7613
12715	-8.e-002	0.	5.e-003	1.0696
12719	-7.e-002	0.	1.e-002	1.5191
12722	-8.e-002	0.	-5.e-003	1.031
12726	-7.e-002	0.	5.e-003	1.7375
12727	-7.e-002	0.	-5.e-003	1.7551
12734	-7.e-002	0.	-1.e-002	1.4558
12738	-1.e-002	0.	-1.e-002	1.5228
14332	-3.e-002	0.	1.e-002	2.4795
14333	-5.e-002	0.	1.e-002	2.4502
14334	-4.e-002	0.	0.	2.7293
14335	-5.e-002	0.	0.	2.4653
14342	-3.e-002	0.	0.	2.4745
14343	-2.e-002	0.	0.	2.2231
14349	-6.e-002	0.	0.	2.18
14353	-5.e-002	0.	-1.e-002	2.4605
14354	-3.e-002	0.	-1.e-002	2.4759
11162	0.	0.	1.e-002	0.59056
11166	-8.e-002	0.	1.e-002	0.54486
11168	-8.e-002	0.	-1.e-002	0.5458
11169	0.	0.	-1.e-002	0.6838
11175	-8.e-002	0.	1.5e-002	0.38704
11177	0.	0.	1.5e-002	0.46924
11178	0.	0.	-1.5e-002	0.47004
11179	-8.e-002	0.	-1.5e-002	0.37674
11444	-4.e-002	0.	1.e-002	0.1739
11445	-2.e-002	0.	1.e-002	0.25161
11446	-6.e-002	0.	1.e-002	0.28652
11447	-4.e-002	0.	-1.e-002	9.2821e-002
11448	-6.e-002	0.	-1.e-002	0.27831
11449	-2.e-002	0.	-1.e-002	0.25668
11450	-4.e-002	0.	1.5e-002	0.10106
11451	-6.e-002	0.	1.5e-002	0.12133
11452	-2.e-002	0.	1.5e-002	0.29598
11453	-4.e-002	0.	-1.5e-002	6.4067e-002
11454	-2.e-002	0.	-1.5e-002	0.24304
11455	-6.e-002	0.	-1.5e-002	9.4977e-002
12691	0.	0.	1.25e-002	0.51145
12692	-1.e-002	0.	1.e-002	0.42085
12693	-1.e-002	0.	1.25e-002	0.4388
12717	-8.e-002	0.	1.25e-002	0.44654
12719	-7.e-002	0.	1.e-002	0.41297
12732	-8.e-002	0.	-1.25e-002	0.43935
12734	-7.e-002	0.	-1.e-002	0.40982
12737	0.	0.	-1.25e-002	0.53817
12738	-1.e-002	0.	-1.e-002	0.46698
12739	-1.e-002	0.	-1.25e-002	0.45512
12780	-7.e-002	0.	1.25e-002	0.32982
12781	-7.e-002	0.	1.5e-002	0.25356
12798	-1.e-002	0.	1.5e-002	0.37649
12806	-1.e-002	0.	-1.5e-002	0.34216
12813	-7.e-002	0.	-1.25e-002	0.31893
12814	-7.e-002	0.	-1.5e-002	0.23015
14332	-3.e-002	0.	1.e-002	0.17955
14333	-5.e-002	0.	1.e-002	0.15429
14336	-4.e-002	0.	1.25e-002	0.12586
